solution_id,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pm,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,target_id,target_ra,target_dec,target_parallax,target_pm_ra,target_pm_dec,target_radial_velocity,epoch,target_separation (deg)
1636148068921376768,2927084881550510976,100.55863660225563,0.7112525,-21.028947977592097,1.348082,1.3779289913287431,1.4418969,3.2197523,-1.013936088027937,0.7506441,3.0559350441875495,1.8372998,20.825645,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9440882014476683
1636148068921376768,2933061586241727104,102.2163346426823,0.35557023,-20.042477182073988,0.4432082,1.3574564008504402,0.6009676,3.7375143,3.7375137061089934,0.48454407,-0.0020120430315215564,0.57997024,18.577623,18.653997,17.268942,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9444419564418407
1636148068921376768,2926962595248036096,102.52428320734751,0.03792674,-20.783351399090296,0.050510477,1.40706239966016,0.065864705,9.56993,-7.30950012623055,0.04899972,6.176954161480671,0.0676186,17.01534,17.798851,16.161161,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9479887634286513
1636148068921376768,2927092784287919616,100.5037733599245,0.9970573,-20.81558751208463,1.6283009,1.384819222856327,1.5013496,6.042859,-4.192153574680996,0.913237,-4.352240062119581,1.7249764,20.84871,21.28843,19.641449,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9485274779468589
1636148068921376768,2927140711828717824,100.49871952311261,0.5392751,-20.71666510066164,0.7279397,1.352646065792986,1.1337569,0.55359507,-0.28432110301609415,0.5941348,0.47500420264254495,0.81437016,20.707027,20.917112,20.121405,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9485954175819633
1636148068921376768,2927323196399614080,101.10459783679175,0.6460933,-19.850460096873434,0.8360222,1.3572884656454025,1.1203238,1.1929,-0.287622926945188,0.9557373,1.1577060483119768,1.3023033,20.66151,21.07776,19.906767,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9488750581485491
1636148068921376768,2926163589593747584,102.20178596218052,0.13545376,-21.417015023627243,0.20622681,1.3643586423680538,0.26098245,10.31544,-10.253139855452924,0.14622523,1.13200281642994,0.23798014,19.256939,20.906652,18.044247,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9492083980841534
1636148068921376768,2932994756557253504,102.44552584626977,0.26881832,-20.34051429087582,0.3809805,1.4072763238058397,0.5680172,2.866826,0.3644496586357163,0.37355223,2.8435659843062995,0.546403,20.109493,21.031145,19.165169,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9517262943539497
1636148068921376768,2927290799466386816,100.76444003405277,0.06538517,-20.074152641002243,0.09366132,1.3922636668762738,0.121650256,9.229837,-9.229452181161006,0.07439815,-0.08427639946783996,0.10404237,18.328514,19.41734,17.32183,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9526132000741443
1636148068921376768,2926854224625814400,100.91044320466085,0.4709386,-21.487905708379877,0.49209204,1.3686038298073457,0.5966835,7.5626,2.6458870618834447,0.60516596,-7.084645775048288,0.5240806,20.190977,21.121664,18.321482,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9527306199554364
1636148068921376768,2932993450877237632,102.47719409936246,0.4572137,-20.41389838242669,0.60832864,1.358856868399702,0.78821325,0.78531694,-0.46474843378448855,0.6372868,-0.6330336369289836,0.72719795,20.553968,20.96872,19.907211,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.952873865336204
1636148068921376768,2926855083621647232,100.86759053491932,0.72086316,-21.458630725244678,1.2247896,1.3970061666738613,1.8027847,0.5118799,-0.40334375844359266,0.80912125,0.31517433361256486,1.6467104,20.865747,21.2155,20.188671,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9540020578550967
1636148068921376768,2927194179874401920,100.63822473759467,0.062096067,-20.22936707024121,0.09408178,1.393466281887954,0.12203711,6.0077085,-4.0551994917177785,0.068629295,-4.4325972866402985,0.09839516,18.084501,19.121792,16.86517,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9543617078340263
