5260.85488 16.401 0.008
5260.90179 16.397 0.008
5261.79300 16.396 0.008
5262.83147 16.442 0.015
5264.81590 16.437 0.008
5264.86911 16.435 0.008
5264.88639 16.444 0.008
5265.79207 16.444 0.008
5266.78019 16.457 0.008
5267.82199 16.469 0.008
5268.79327 16.503 0.008
5269.78810 16.499 0.008
5270.83250 16.533 0.008
5271.78757 16.546 0.008
5272.79441 16.531 0.008
5273.84901 16.551 0.008
5274.79778 16.570 0.008
5275.78351 16.585 0.008
5275.91474 16.622 0.009
5276.81836 16.605 0.008
5277.78459 16.622 0.008
5277.91360 16.619 0.009
5278.79462 16.625 0.008
5279.79517 16.644 0.009
5279.91890 16.641 0.010
5280.84684 16.658 0.008
5281.78237 16.682 0.008
5281.91899 16.696 0.010
5282.76285 16.709 0.009
5282.90750 16.683 0.008
5283.76401 16.708 0.011
5284.76601 16.701 0.009
5285.76165 16.713 0.011
5285.89100 16.731 0.009
5286.75287 16.733 0.010
5287.82252 16.767 0.009
5288.75588 16.801 0.010
5292.82602 16.850 0.013
5293.83400 16.867 0.009
5294.72917 16.877 0.009
5294.74471 16.861 0.009
5294.76830 16.867 0.008
5294.78213 16.883 0.008
5294.80538 16.880 0.008
5294.81932 16.875 0.008
5294.84296 16.879 0.008
5294.84938 16.888 0.008
5294.87301 16.890 0.008
5294.88870 16.883 0.008
5294.91508 16.883 0.008
5295.74569 16.885 0.008
5295.76999 16.882 0.008
5295.78404 16.875 0.008
5295.80842 16.885 0.008
5295.82250 16.887 0.009
5295.84631 16.905 0.008
5295.86047 16.876 0.008
5295.88516 16.896 0.008
5295.89991 16.890 0.008
5296.77290 16.895 0.009
5296.78994 16.898 0.008
5296.81043 16.916 0.008
5296.82443 16.910 0.008
5296.84784 16.905 0.008
5296.86184 16.906 0.008
5296.88594 16.912 0.008
5296.90163 16.906 0.009
5297.76881 16.911 0.008
5297.78306 16.913 0.008
5297.80688 16.928 0.008
5297.82107 16.914 0.008
5297.84475 16.942 0.008
5297.85887 16.932 0.008
5297.88302 16.928 0.008
5297.89804 16.941 0.008
5298.76971 16.935 0.009
5298.78397 16.954 0.009
5298.80765 16.940 0.009
5298.82180 16.922 0.009
5298.84540 16.935 0.009
5298.85975 16.935 0.008
5298.88433 16.930 0.009
5298.89924 16.954 0.009
5298.91845 16.957 0.009
5299.90896 16.976 0.008
5300.83958 16.971 0.009
5300.86315 16.988 0.009
5300.87863 16.971 0.009
