5276.53361 16.878 0.006
5447.90409 16.849 0.005
5458.88900 16.878 0.006
5473.88186 16.865 0.006
5484.84658 16.864 0.006
5488.81899 16.871 0.005
5515.82638 16.910 0.006
5556.82535 16.874 0.006
5587.67233 16.908 0.006
5617.70706 16.901 0.006
5693.52872 16.896 0.006
5837.83639 17.008 0.005
5864.82050 16.973 0.005
5875.86360 17.009 0.008
5881.85937 16.999 0.007
5891.81639 17.001 0.005
5897.80286 17.025 0.005
5900.77317 17.003 0.006
5924.85254 17.004 0.005
5932.84688 17.009 0.005
5946.72568 17.003 0.005
5956.78347 16.998 0.005
5962.76192 17.007 0.006
5970.70126 17.006 0.005
5974.73121 17.005 0.005
5986.71153 17.006 0.005
5999.68823 17.008 0.006
6023.60039 16.981 0.007
